data,hits,visitors
839923/0001021231-03-000664/-index-headers.html,1,1
1101239/0001645635-17-000017/gtm.js,1,1
1553079/0001628280-17-001765/gtm.start,1,1
1671794/0001671794-17-000049/primary_doc.xml,1,1
913778/0001104659-10-037939/R1.htm,1,1
894158/0001144204-17-034221/Financial_Report.xls,1,1
33185/0001225208-17-005276/gtm.start,1,1
51143/0001181431-07-043057/-index-headers.html,1,1
912083/0001027189-98-000079/C:%5cMYFILES%5cEXHIBIT10.88,1,1
135201/0001352010-16-000034/epam-20160330.xml,1,1
94987/0001193125-16-742817/sam-20160924.xml,1,1
937556/0000937556-17-000071/wf-form4_149280590031334.html,1,1
1382230/0001140361-16-089814/gtm.start,1,1
33185/0000033185-17-000015/gtm.js,1,1
51143/0001181431-09-024219/-index-headers.html,1,1
899749/0001193125-08-044802/-index-headers.html,1,1
1348807/9999999997-14-008272/.txt,1,1
912562/0000912562-00-000010/0003.txt,1,1
1648285/0001648285-15-000003/primary_doc.xml,1,1
930810/0000905148-00-002038/0006.txt,1,1
701853/0000950123-17-004326/form13fInfoTable.html,1,1
1068002/0001193125-04-154960/R1.htm,1,1
899749/0001209191-10-061639/-index-headers.html,1,1
1417425/0001213900-10-004813/R1.htm,1,1
4625/0000046250-17-000007/hwkn-20170101.xml,1,1
51143/0001181431-04-053160/-index-headers.html,1,1
1654861/0001654861-17-000012/Financial_Report.xls,1,1
1369639/0001019687-07-001465/R1.htm,1,1
909832/0001209191-17-002842/doc4.html,1,1
922521/0000922521-16-000055/gtm.js,1,1
1613103/0001127602-17-016602/form4.html,1,1
803649/0000908737-01-000031/0005.txt,1,1
1450088/0001450088-12-000007/.hdr.sgml,1,1
1335982/0001335982-14-002245/primary_doc.xml,1,1
1063249/0000921530-00-000103/-index-headers.html,1,1
30305/0001181431-04-053646/-index-headers.html,1,1
33185/0001225208-17-004317/gtm.start,1,1
1277092/0001144204-07-059749/-index-headers.html,1,1
1034592/0001437749-17-011880/report.css,1,1
1026662/0001104659-10-063439/gtm.start,1,1
1616882/0001616882-17-000001/primary_doc.html,1,1
51143/0001181431-06-062659/-index-headers.html,1,1
1578809/0001178913-14-003544/gtm.start,1,1
879045/0000950134-05-005905/R1.htm,1,1
51143/0000912057-01-522191/-index-headers.html,1,1
1491289/0001491289-10-025582/primary_doc.xml,1,1
1433642/0001433642-17-000016/R1.htm,1,1
1496818/0001002014-17-000066/R1.htm,1,1
913057/0000913057-04-000006/R1.htm,1,1
1140486/0001289430-07-000147/edgar.html,1,1
1001115/0000899243-03-000086/-index-headers.html,1,1
51143/0000950112-96-000730/-index-headers.html,1,1
814286/0000814286-09-000167/primary_doc.xml,1,1
1370637/0001193125-15-077045/indemn.2004.shtml,1,1
1284171/9999999997-15-006946/.txt,1,1
51143/0001005477-99-000826/-index-headers.html,1,1
1342936/0001342936-17-000036/Financial_Report.xls,1,1
913414/0000913414-17-000007/xslFormMA-I_X01/style.css,1,1
51143/0001181431-04-015820/-index-headers.html,1,1
811596/0000900421-00-000048/0004.txt,1,1
117568/0001193125-16-736729/cydy-20160831.xml,1,1
1579298/0001564590-16-014854/Financial_Report.xls,1,1
1108109/0001209191-08-065331/doc3.html,1,1
805326/0000950130-00-005648/0004.txt,1,1
51143/0001181431-04-018459/-index-headers.html,1,1
1553079/0000930413-14-002901/gtm.start,1,1
909326/0001012870-00-004384/0003.txt,1,1
794775/0000902561-09-000090/R1.htm,1,1
1296366/0001020242-05-000418/R1.htm,1,1
1302120/0000905148-05-001991/R1.htm,1,1
933454/0001036050-00-001567/0004.txt,1,1
1500242/0001500242-17-000011/Financial_Report.xlsx,1,1
1435936/0001435936-10-000009/R1.htm,1,1
1408324/0001408324-17-000005/FNYMAAMEND2.html,1,1
73887/0000935836-95-000021/-index-headers.html,1,1
895421/0000950103-17-006171/R11.htm,1,1
811161/0000897101-16-002408/xsl/FilingSummary.xml,1,1
7323/0000065984-16-000618/gtm.start,1,1
1000275/0001140361-17-020563/form13fInfoTable.html,1,1
77476/0000077476-17-000017/xsl/FilingSummary.xml,1,1
1021561/0001184210-04-000012/-index-headers.html,1,1
849869/0000849869-07-000062/-index-headers.html,1,1
51143/0001181431-07-014640/-index-headers.html,1,1
1677913/0001193125-17-103966/R1.htm,1,1
872544/0001144204-12-019664/R1.htm,1,1
815353/0001144204-11-022589/R1.htm,1,1
5272/0001193125-17-216549/report.css,1,1
96699/0000927016-00-004507/0002.txt,1,1
1491487/0001491487-14-000005/R1.htm,1,1
1032975/0001209191-16-139559/0001209191-16-1395%0A%0A%0A%20%2059-inde,1,1
833845/0000833845-10-083812/primary_doc.xml,1,1
1110647/0001417327-10-000026/-index-headers.html,1,1
1571236/0001056404-17-000936/R1.htm,1,1
1162721/0000950129-06-007880/R1.htm,1,1
51143/0001181431-04-007426/-index-headers.html,1,1
1488055/9999999997-13-002273/.txt,1,1
1022408/0001022408-16-000097/gtm.js,1,1
748055/0000748055-00-000009/0008.txt,1,1
7323/0000065984-14-000228/gtm.js,1,1
1087423/0001209191-09-021023/doc4.html,1,1
72162/0000072162-00-000018/0005.txt,1,1
1528837/0001677687-17-000001/xslF345X03/a4.xml,1,1
51143/0001181431-05-054509/-index-headers.html,1,1
109959/0001562762-16-000383/meli-20160331.xml,1,1
51143/0001181431-06-047987/-index-headers.html,1,1
912263/0001214659-07-000528/-index-headers.html,1,1
71829/0001181431-09-017022/-index-headers.html,1,1
1497843/0001497843-11-000014/R1.htm,1,1
712757/0001079973-10-001218/R1.htm,1,1
1013705/0000902561-99-000589/-index-headers.html,1,1
16694/0001640334-16-001659/armeau-20160731.xml,1,1
4904/0000004904-10-000018/-xbrl.zip,1,1
1329948/0001329948-17-000002/jms13f1q2017.html,1,1
1596367/0001596367-14-000003/primary_doc.xml,1,1
152242/0001193125-16-581994/blmt-20160331.xml,1,1
1322210/0001322210-17-002318/primary_doc.xml,1,1
932278/0000932278-97-000008/10.107.5,1,1
1606366/0001209191-16-136691/gtm.start,1,1
893538/0000893538-00-000019/0002.txt,1,1
201283/0000201283-08-000030/-index-headers.html,1,1
818033/0001193125-16-803240/R1.htm,1,1
51143/0001181431-06-053445/-index-headers.html,1,1
708819/0001241921-06-000062/-index-headers.html,1,1
892792/0001023997-97-000004/.txt,1,1
1311546/0001137050-09-000140/R1.htm,1,1
1158324/0001104659-11-060412/-index-headers.html,1,1
1348952/0000876661-15-000456/gtm.js,1,1
51143/0001104659-08-016749/-index-headers.html,1,1
357057/0001379491-17-004269/.zip,1,1
745655/0000745655-10-000280/primary_doc.xml,1,1
73779/0000073779-05-000011/R1.htm,1,1
1653780/0001653780-15-004367/primary_doc.xml,1,1
99106/0000099106-00-000012/0002.txt,1,1
1061782/9999999997-09-013712/.hdr.sgml,1,1
30697/0000030697-06-000219/-index-headers.html,1,1
1009254/0001009254-09-000007/gtm.js,1,1
1261002/0001261002-11-000004/R1.htm,1,1
1590102/0001144204-16-139271/v454949_form4.html,1,1
72971/0000072971-17-000339/.html,1,1
1677920/0001677920-17-002711/primary_doc.xml,1,1
66901/0000065984-16-000525/gtm.start,1,1
806968/0001193125-08-131242/R1.htm,1,1
1613103/0000064670-14-000005/mdt-2014q3xex121.htm,1,1
1163573/0001163573-14-000006/R1.htm,1,1
166834/0001144204-16-134454/bctf-20160930.xml,1,1
12978/0000891836-98-000281/-index-headers.html,1,1
1521994/0001521994-11-030717/primary_doc.xml,1,1
1112920/0001185185-17-001457/Financial_Report.xlsx,1,1
1366119/0001056404-07-001569/R1.htm,1,1
1353617/0000897069-08-000141/R1.htm,1,1
1010613/0001326932-06-000104/R1.htm,1,1
811532/0000811532-08-000020/primary_doc.html,1,1
155528/0001555280-16-000387/zts-20160327.xml,1,1
1573836/0001573836-15-000053/primary_doc.xml,1,1
799698/0001140361-16-089293/doc1.html,1,1
1160241/0001047469-04-009369/R1.htm,1,1
1627611/0001078782-17-000926/report.css,1,1
7323/0000065984-14-000090/gtm.start,1,1
1030555/0000876661-07-000430/primary_doc.html,1,1
51143/0001181431-03-025039/-index-headers.html,1,1
1415404/0001415404-16-000014/gtm.js,1,1
1419073/0001387131-11-000500/R1.htm,1,1
1065581/0001269678-05-000224/R1.htm,1,1
1001463/0001011823-99-000022/-index-headers.html,1,1
