data,hits,visitors
1053092/0000950103-17-006179/-index.htm,9411,5352
1114446/0000914121-17-000840/-index.htm,9422,4660
1443849/0001140361-17-026141/.txt,9435,5872
312070/0001104659-17-041509/-index.htm,9436,4632
789132/0001193125-17-216853/-index.htm,9445,8999
1114446/0001114446-17-004160/-index.htm,9450,5213
1114446/0001114446-17-004161/-index.htm,9477,5228
1114446/0001114446-17-004159/-index.htm,9500,5254
1710385/0001104659-17-042233/-index.htm,9503,9210
1562039/0001562039-17-000022/-index.htm,9505,9165
1710361/0001104659-17-042231/-index.htm,9517,9226
1710333/0001104659-17-042230/-index.htm,9531,9231
1710379/0001104659-17-042234/-index.htm,9539,9242
1679049/0001679049-17-000013/-index.htm,9544,9197
1114446/0001114446-17-004148/-index.htm,9552,5180
1710377/0001104659-17-042235/-index.htm,9553,9251
1498068/0001498068-17-000049/-index.htm,9584,9218
1114446/0000914121-17-000839/-index.htm,9603,4818
102109/0001144204-17-034577/-index.htm,9673,9444
1701114/0001104659-17-042233/-index.htm,9688,9407
1701114/0001104659-17-042231/-index.htm,9698,9428
1701114/0001104659-17-042234/-index.htm,9705,9428
1053092/0000950103-17-006172/-index.htm,9714,5245
1701114/0001104659-17-042230/-index.htm,9714,9430
1114446/0001114446-17-004156/-index.htm,9722,5300
1701114/0000899243-17-017481/-index.htm,9733,9301
1701114/0001104659-17-042235/-index.htm,9739,9456
1114446/0001114446-17-004158/-index.htm,9739,5256
1114446/0001114446-17-004151/-index.htm,9779,5392
1114446/0001114446-17-004153/-index.htm,9794,5242
1137360/0001325358-17-000569/-index.htm,9819,4653
732717/9999999997-17-007269/-index.htm,9828,9502
1114446/0001114446-17-004149/-index.htm,9887,5430
1114446/0001114446-17-004152/-index.htm,9909,5348
1114446/0001114446-17-004157/-index.htm,9942,5360
1114446/0001114446-17-004154/-index.htm,9963,5324
732717/9999999997-17-007275/-index.htm,9988,9673
1701114/0001104659-17-042232/-index.htm,10002,9561
1114446/0001114446-17-004150/-index.htm,10004,5534
1114446/0001114446-17-004155/-index.htm,10008,5302
1701114/0001104659-17-042229/-index.htm,10010,9578
1701114/0001104659-17-042228/-index.htm,10016,9579
1701114/0001104659-17-042236/-index.htm,10033,9605
1701114/0001104659-17-042237/-index.htm,10041,9618
1000177/9999999997-17-007271/-index.htm,10061,9705
1442836/9999999997-17-007272/-index.htm,10076,9701
917851/0001104659-17-042154/-index.htm,10104,9469
1644963/9999999997-17-007273/-index.htm,10108,9714
1531031/9999999997-17-007274/-index.htm,10198,9786
1114446/0000914121-17-000842/-index.htm,10215,5281
917851/0001104659-17-042032/-index.htm,10475,10097
917851/0001104659-17-042031/-index.htm,10478,10105
1174610/0001193125-17-214489/-index.htm,10627,4095
1701114/9999999997-17-007276/-index.htm,10713,10310
1350487/0001193125-17-214126/-index.htm,10725,4142
1501134/0001564590-17-012987/-index.htm,11140,6007
312070/0001104659-17-042037/-index.htm,11264,5228
1665724/0000919574-17-005026/xslFormDX01/primary_doc.xml,11269,2525
1665724/0000919574-17-005026/-index.htm,11831,3022
320193/0001193125-17-167400/-index.htm,11994,11956
320193/0001193125-17-181867/-index.htm,12010,11979
312070/0001104659-17-042043/-index.htm,12258,5521
320193/0001193125-17-208226/-index.htm,12495,12418
312070/0001104659-17-042061/-index.htm,12624,5544
1602078/0001553350-17-000806/-index.htm,13022,6956
1114446/0000914121-17-000844/-index.htm,13138,6682
1584509/0001584509-16-000514/armk-20160930.xml,14153,6985
1021860/0001193125-17-215536/-index.htm,14476,13857
1350487/0001193125-17-216453/-index.htm,15309,6856
312070/0001104659-17-041552/-index.htm,15318,6706
1350487/0001193125-17-216454/-index.htm,15452,6817
1584509/0001584509-16-000514/armk-20160930.xsd,15554,7412
1582844/0001493152-16-014991/-index.htm,15600,7978
1584509/0001584509-16-000514/armk-20160930_cal.xml,15818,7464
1584509/0001584509-16-000514/armk-20160930_def.xml,15872,7613
1584509/0001584509-16-000514/armk-20160930_pre.xml,15881,7521
1584509/0001584509-16-000514/armk-20160930_lab.xml,15966,7570
1617236/0001209191-17-041874/-index.htm,16083,15768
1350487/0001193125-17-216455/-index.htm,16107,6953
1100663/0001193125-17-216006/-index.htm,16115,5746
312070/0000950103-17-006059/-index.htm,16481,6923
1707522/0001387131-17-003454/-index.htm,16655,16342
1419600/0001209191-17-041874/-index.htm,16992,16450
1589094/0001193125-17-214834/-index.htm,17109,16846
1551693/0001193125-17-212318/-index.htm,17230,16858
1551693/0001193125-17-212326/-index.htm,17272,16892
1589094/0001193125-17-214767/-index.htm,17311,17037
814586/0001683168-17-001655/-index.htm,17439,17096
725876/0001493152-17-007220/-index.htm,17459,16989
917851/0001104659-17-041852/-index.htm,17460,16899
1528557/0001387131-17-003454/-index.htm,17501,16965
1326190/0001193125-17-215022/-index.htm,17757,17174
1299139/0001493152-17-007204/-index.htm,17806,17219
1084048/0001193125-17-215017/-index.htm,17822,17226
1072379/0001144204-17-034437/-index.htm,17875,17297
917851/0001104659-17-041492/-index.htm,18341,17620
917851/0001104659-17-041493/-index.htm,18364,17619
1644963/0001144204-17-034204/-index.htm,18386,16930
1350487/0001193125-17-213475/-index.htm,18400,7283
1059562/0001626129-17-000427/-index.htm,18836,18355
1174610/0001193125-17-216350/-index.htm,19025,8457
312070/0001104659-17-042156/-index.htm,19902,8854
315066/0000315066-17-002493/-index.htm,20998,20833
47518/0001214659-17-004166/-index.htm,21953,21140
1442836/0000315066-17-002493/-index.htm,21994,21454
312070/0000950103-17-006180/-index.htm,23088,10047
1584627/0001654954-17-004131/primary_doc.xml,24451,12373
1444043/0001654954-17-002061/primary_doc.xml,24456,12377
1444043/0001654954-17-002061/infoTable.xml,24456,12371
1444043/0001654954-17-002061/xslForm13F_X01/infoTable.xml,24457,12356
1178652/0001654954-17-004129/primary_doc.xml,24460,12369
1663897/0001654954-17-004454/primary_doc.xml,24462,12373
1343236/0001654954-17-004132/primary_doc.xml,24462,12380
1663897/0001654954-17-004454/xslForm13F_X01/infoTable.xml,24462,12367
1663897/0001654954-17-004454/infoTable.xml,24463,12370
1444043/0001654954-17-004694/infoTable.xml,24466,12379
1444043/0001654954-17-004694/primary_doc.xml,24466,12358
1444043/0001654954-17-004694/xslForm13F_X01/infoTable.xml,24469,12383
932782/9999999997-16-026706/.txt,25319,25319
1191329/0001140361-17-026144/-index.htm,25957,25221
1587447/0001144204-17-034206/-index.htm,25993,25341
943819/0001140361-17-026144/-index.htm,26324,25561
1437557/0001144204-17-034206/-index.htm,26691,25956
941548/0001601389-14-000089/edgardoc.xml,28330,13683
1100663/0001193125-17-215251/-index.htm,30773,10310
1100663/0001193125-17-215069/-index.htm,31163,10187
1709110/0001209191-17-042067/-index.htm,31858,31571
1100663/0001193125-17-215257/-index.htm,32169,11667
1442836/0001209191-17-042067/-index.htm,32264,31868
1100663/0001193125-17-214969/-index.htm,32895,10027
1350487/0001193125-17-213464/-index.htm,35549,12270
1023844/0001193125-16-710438/.txt,36440,36440
1470766/0000950123-16-022486/-index.htm,46615,24013
1465643/0001576429-14-000002/-index.htm,594073,114838
